#Datasets,b1matches,b2matches,s1matches,s2matches
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified Planctomycetaceae;",3218.0,2160.0,2768.0,2947.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified Planctomycetaceae;Planctomycetaceae bacterium;",2073.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified Planctomycetaceae;Planctomycetaceae bacterium SCGC AG-212-F19;",6577.0,2040.0,1754.0,1781.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;unclassified Planctomycetales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;unclassified Planctomycetales;unclassified Planctomycetales (miscellaneous);",2062.0,1698.0,579.0,541.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;unclassified Planctomycetales;unclassified Planctomycetales (miscellaneous);Planctomycetales bacterium 12-60-4;",0.0,0.0,2010.0,1903.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;unclassified Planctomycetia;",27.0,20.0,23.0,30.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;unclassified Planctomycetia;Planctomycetia bacterium 21-64-5;",4152.0,2706.0,4378.0,4882.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;unclassified Planctomycetes;",5788.0,6142.0,5403.0,5749.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;unclassified Planctomycetes;Planctomycetes bacterium;",9436.0,6855.0,8849.0,9919.0
"root;cellular organisms;Bacteria;PVC group;Planctomycetes;unclassified Planctomycetes;Planctomycetes bacterium RBG_16_64_12;",1740.0,0.0,1868.0,1959.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;",19473.0,20589.0,28421.0,28299.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Opitutae;",2430.0,2033.0,2199.0,2184.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Opitutae;Opitutales;",52.0,43.0,51.0,48.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;",3677.0,3526.0,3561.0,3454.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Opitutae;unclassified Opitutae;",2166.0,1668.0,2924.0,2796.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Spartobacteria;",2217.0,2362.0,560.0,581.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Spartobacteria;Chthoniobacterales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;",0.0,0.0,372.0,364.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;Chthoniobacter flavus;",0.0,0.0,1874.0,1873.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;unclassified Verrucomicrobia;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia (miscellaneous);",4719.0,5338.0,4675.0,4835.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia (miscellaneous);Verrucomicrobia bacterium;",3622.0,3878.0,9546.0,9376.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia (miscellaneous);Verrucomicrobia bacterium 12-59-8;",2739.0,3702.0,3275.0,3351.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;",2217.0,2506.0,1905.0,1962.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;unclassified Verrucomicrobiae;",0.0,0.0,1772.0,1833.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;",2217.0,2122.0,2755.0,2806.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;",0.0,0.0,0.0,1.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;",3167.0,3043.0,3403.0,3365.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;",1835.0,1765.0,4699.0,4619.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera sp. Tous-C6FEB;",0.0,0.0,2537.0,2488.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;",3110.0,3261.0,2392.0,2390.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;",8.0,6.0,7.0,9.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter debontii;",2910.0,3793.0,3145.0,2895.0
"root;cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;",0.0,0.0,1640.0,1686.0
"root;cellular organisms;Bacteria;Spirochaetes;",725.0,592.0,948.0,1078.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;",1080.0,1016.0,411.0,412.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;",432.0,441.0,885.0,879.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;",3732.0,3710.0,0.0,0.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Turneriella;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Turneriella;Turneriella parva;",10247.0,11520.0,2022.0,1927.0
"root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Turneriella;Turneriella parva;Turneriella parva DSM 21527;",1707.0,1978.0,0.0,0.0
"root;cellular organisms;Bacteria;Spirochaetes;unclassified Spirochaetes;",2011.0,1718.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;",35364.0,32268.0,44902.0,48002.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;",7215.0,5617.0,5914.0,4905.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;",26773.0,25093.0,17939.0,19643.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Bifidobacteriales;",65.0,21.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;",80.0,74.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;",5458.0,1839.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Corynebacteriales;",2894.0,2130.0,2123.0,2239.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Corynebacteriales;Mycobacteriaceae;",13278.0,6263.0,2421.0,2644.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;",8497.0,3196.0,2062.0,2305.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Corynebacteriales;Nocardiaceae;",1098.0,937.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;",6262.0,2638.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Micrococcales;",4457.0,3467.0,2702.0,2816.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Micrococcales;Microbacteriaceae;",3566.0,2676.0,2083.0,1960.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;",2872.0,1697.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Micrococcales;Micrococcaceae;",2066.0,1871.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Micromonosporales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Micromonosporales;Micromonosporaceae;",1591.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Nakamurellales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Nakamurellales;Nakamurellaceae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;",249.0,0.0,153.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella multipartita;",1940.0,0.0,1636.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Propionibacteriales;",3064.0,1538.0,2080.0,1972.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Pseudonocardiales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;",2461.0,2409.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Streptomycetales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Streptomycetales;Streptomycetaceae;",550.0,497.0,345.0,379.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;",5134.0,5013.0,2918.0,2957.0
"root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria <phylum>;unclassified Actinobacteria;",1602.0,0.0,0.0,1638.0
"root;cellular organisms;Bacteria;Terrabacteria group;Armatimonadetes;",1478.0,1629.0,3878.0,3436.0
"root;cellular organisms;Bacteria;Terrabacteria group;Armatimonadetes;unclassified Armatimonadetes;",3361.0,3589.0,5408.0,5098.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;",122894.0,96133.0,76374.0,78056.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;",11034.0,7970.0,8594.0,8130.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;",410.0,329.0,441.0,448.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;",3277.0,2938.0,3722.0,3932.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;unclassified Anaerolineales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;unclassified Anaerolineales;Anaerolineales bacterium;",18636.0,13768.0,19369.0,18455.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;unclassified Anaerolineae;",6578.0,6745.0,6405.0,6511.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;unclassified Anaerolineae;Anaerolineae bacterium;",1694.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;unclassified Anaerolineae;Anaerolineae bacterium UTCFX1;",3442.0,2563.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ardenticatenia;",210.0,185.0,454.0,475.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ardenticatenia;Ardenticatenales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;",229.0,202.0,463.0,508.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;Candidatus Promineofilum breve;",7079.0,4855.0,7157.0,7278.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;Caldilineales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;",1871.0,3205.0,2785.0,2747.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila;",2509.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila;",2478.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;",48.0,23.0,768.0,869.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Chloroflexales;",679.0,501.0,2355.0,2494.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexineae;",1973.0,1649.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Herpetosiphonales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon;",1815.0,417.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon;Herpetosiphon geysericola;",0.0,1826.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;",276.0,0.0,220.0,213.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;unclassified Dehalococcoidia;",100.0,0.0,67.0,77.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;unclassified Dehalococcoidia;Dehalococcoidia bacterium;",1574.0,0.0,3848.0,4118.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ktedonobacteria;",0.0,0.0,0.0,1594.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;",1953.0,2043.0,2562.0,2814.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);",23890.0,21226.0,24769.0,26621.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium;",4235.0,2417.0,4775.0,5045.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium HGW-Chloroflexi-6;",4946.0,3367.0,1571.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium OLB14;",37088.0,29945.0,1678.0,1580.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium RBG_16_56_8;",1549.0,0.0,1871.0,1956.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium RBG_16_63_12;",0.0,0.0,0.0,1602.0
"root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium UTCFX4;",60580.0,64425.0,291811.0,320788.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;",300.0,292.0,1576.0,1604.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Candidatus Melainabacteria;",286.0,289.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Candidatus Melainabacteria;unclassified Candidatus Melainabacteria;",264.0,290.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Candidatus Melainabacteria;unclassified Candidatus Melainabacteria;Candidatus Melainabacteria bacterium;",2262.0,2420.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;",7306.0,7783.0,7381.0,7784.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;",3726.0,3867.0,3703.0,3826.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;",92.0,67.0,98.0,98.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Hassallia;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Hassallia;Hassallia byssoidea;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Hassallia;Hassallia byssoidea;Hassallia byssoidea VB512170;",35438.0,56038.0,3543.0,3048.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;",786.0,799.0,2308.0,2326.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;",1787.0,1750.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;",2863.0,2924.0,1100.0,1152.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Leptolyngbyaceae;",0.0,0.0,159.0,1681.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Leptolyngbyaceae;Leptolyngbya;",0.0,0.0,1622.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;unclassified Cyanobacteria;",37.0,0.0,55.0,60.0
"root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;unclassified Cyanobacteria;unclassified Cyanobacteria (miscellaneous);",1615.0,0.0,2207.0,2234.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;",0.0,2.0,1.0,3.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;",1234.0,1309.0,1075.0,1149.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;",33.0,33.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;",2688.0,2330.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Thermales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;",0.0,0.0,696.0,706.0
"root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;",0.0,0.0,1996.0,2066.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;",14813.0,12953.0,6495.0,7263.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;",888.0,894.0,435.0,476.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;",4498.0,4878.0,3108.0,3370.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;",1585.0,1847.0,2578.0,2610.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;",2590.0,3116.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;",866.0,946.0,688.0,742.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;",2024.0,2362.0,1743.0,1814.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;",3882.0,2636.0,1237.0,1409.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;",288.0,1606.0,767.0,932.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;",5476.0,2646.0,6935.0,8812.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;",2755.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;",2068.0,2261.0,1416.0,1634.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;",14375.0,10897.0,7830.0,8755.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;",502.0,585.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;",2895.0,2537.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;",1649.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;",6205.0,2783.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;",3863.0,2687.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;",1079.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii;",1880.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;",676.0,506.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;",3124.0,2215.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;",0.0,0.0,0.0,0.0
"root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;",2236.0,1553.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;",2904.0,3022.0,2152.0,2277.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;",13196.0,15109.0,9266.0,10048.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Dadabacteria;",0.0,0.0,1594.0,177.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Dadabacteria;Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21;",0.0,0.0,0.0,1564.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Dependentiae;",742.0,1309.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Dependentiae;unclassified Candidatus Dependentiae;",4161.0,6382.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Dojkabacteria;",2845.0,4755.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Rokubacteria;",2127.0,1652.0,3329.0,3555.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Saccharibacteria;",16311.0,18058.0,6568.0,6607.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Saccharibacteria;unclassified Saccharibacteria;",45236.0,49890.0,17836.0,18184.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Saccharibacteria;unclassified Saccharibacteria;Candidatus Saccharibacteria bacterium;",4676.0,5260.0,2044.0,2099.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;",2503.0,3397.0,854.0,905.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;",5759.0,6537.0,2476.0,2544.0
